antecedent,consequent,support,confidence,lift
3636,40,168,0.6364,1.1071
5153,40,189,0.6364,1.1071
2185,40,294,0.6364,1.1071
250 1145,49,100,0.5291,1.1071
4425,49,91,0.5291,1.1070
259,40,628,0.6363,1.1070
238,40,1929,0.6362,1.1069
2856,49,101,0.5288,1.1064
1777,49,101,0.5288,1.1064
33 104,49,101,0.5288,1.1064
49 654,40,124,0.6359,1.1063
445,40,110,0.6358,1.1062
11040,40,103,0.6358,1.1061
2403,40,103,0.6358,1.1061
3547,40,96,0.6358,1.1061
282,40,288,0.6358,1.1061
1571,40,89,0.6357,1.1060
156,40,347,0.6355,1.1057
6119,40,136,0.6355,1.1056
567,40,129,0.6355,1.1056
1838,40,122,0.6354,1.1055
33 80,40,244,0.6354,1.1055
33 1147,40,216,0.6353,1.1053
196,49,178,0.5282,1.1052
49 3222,40,101,0.6352,1.1051
1124,40,94,0.6351,1.1050
4995,40,188,0.6351,1.1050
683,40,188,0.6351,1.1050
12982,49,160,0.5281,1.1049
11,40,452,0.6348,1.1045
2465,40,186,0.6348,1.1044
515,40,271,0.6347,1.1042
39 371,49,191,0.5276,1.1040
2857,40,170,0.6343,1.1036
39 282,40,274,0.6343,1.1035
6631,40,123,0.6340,1.1030
1434,40,123,0.6340,1.1030
287,40,750,0.6340,1.1030
713,40,90,0.6338,1.1027
49 2724,40,90,0.6338,1.1027
49 2525,40,135,0.6338,1.1027
380,40,429,0.6337,1.1024
37 111,49,98,0.5269,1.1024
12947,40,339,0.6336,1.1024
841,49,206,0.5269,1.1024
933,40,166,0.6336,1.1023
1597,40,102,0.6335,1.1022
280,40,401,0.6335,1.1021
12930,40,470,0.6334,1.1020
67,49,168,0.5266,1.1019
796 1819,40,95,0.6333,1.1018
33 186,40,183,0.6332,1.1016
493,40,164,0.6332,1.1016
33 339,40,145,0.6332,1.1016
2287,40,138,0.6330,1.1013
2055,40,188,0.6330,1.1013
3150,49,120,0.5263,1.1012
214,49,160,0.5263,1.1012
49 4651,40,119,0.6330,1.1012
49 233,40,131,0.6329,1.1010
352,49,221,0.5262,1.1010
590,40,708,0.6327,1.1008
38,49,565,0.5261,1.1007
15619,49,323,0.5261,1.1007
99,49,122,0.5259,1.1003
1434,49,102,0.5258,1.1001
641,40,227,0.6323,1.1001
732,40,122,0.6321,1.0997
1490,40,189,0.6321,1.0997
66 302,40,91,0.6319,1.0994
1429,40,120,0.6316,1.0988
940,40,132,0.6316,1.0988
1161,40,156,0.6316,1.0988
652,40,156,0.6316,1.0988
794,40,312,0.6316,1.0988
33 271,40,276,0.6316,1.0988
5969,40,125,0.6313,1.0983
33 10447,40,89,0.6312,1.0981
3322,40,154,0.6311,1.0980
1965,40,142,0.6311,1.0980
66 272,40,106,0.6310,1.0977
2916,40,164,0.6308,1.0974
653,40,205,0.6308,1.0974
61 66,40,111,0.6307,1.0972
900,40,99,0.6306,1.0970
49 63,40,198,0.6306,1.0970
104,40,512,0.6305,1.0970
3087,40,121,0.6302,1.0964
3809,40,138,0.6301,1.0963
44,40,138,0.6301,1.0963
16011,40,829,0.6299,1.0959
814,49,100,0.5236,1.0955
111,40,1759,0.6296,1.0953
600,49,123,0.5234,1.0952
728,40,241,0.6292,1.0947
270,40,441,0.6291,1.0945
49 118,40,378,0.6290,1.0942
310 1081,40,100,0.6289,1.0942
6 49,40,100,0.6289,1.0942
3452,40,161,0.6289,1.0941
33 287,40,144,0.6288,1.0940
371,49,196,0.5227,1.0936
2555,40,132,0.6286,1.0936
5977,40,115,0.6284,1.0933
2862,40,115,0.6284,1.0933
394,40,93,0.6284,1.0932
1001,49,221,0.5225,1.0932
3522,40,98,0.6282,1.0929
33 1716,40,98,0.6282,1.0929
15833,40,718,0.6282,1.0929
652,49,129,0.5223,1.0928
2966,40,179,0.6281,1.0927
3421,40,103,0.6280,1.0926
19,40,540,0.6279,1.0924
1610,49,130,0.5221,1.0924
3048,49,107,0.5220,1.0921
572,40,322,0.6277,1.0920
695,49,215,0.5218,1.0919
10832,40,91,0.6276,1.0918
3013,40,165,0.6274,1.0915
49 3317,40,106,0.6272,1.0912
49 118 977,40,106,0.6272,1.0912
719,40,180,0.6272,1.0911
1595,40,153,0.6270,1.0909
491,40,279,0.6270,1.0908
3161,49,135,0.5212,1.0906
613,49,135,0.5212,1.0906
310,49,161,0.5210,1.0902
3312,40,151,0.6266,1.0901
1785,40,151,0.6266,1.0901
1728,40,109,0.6264,1.0898
3684,49,125,0.5208,1.0898
480,40,580,0.6263,1.0897
49 1047,40,119,0.6263,1.0896
33 230,40,119,0.6263,1.0896
3325,40,124,0.6263,1.0895
856,40,325,0.6262,1.0894
39 287,49,581,0.5206,1.0893
1047,49,190,0.5205,1.0892
272,49,1090,0.5205,1.0892
1617,40,169,0.6259,1.0890
4487,40,92,0.6259,1.0888
5075,40,184,0.6259,1.0888
102,40,1400,0.6258,1.0888
403,49,115,0.5204,1.0888
187,40,413,0.6258,1.0887
959,40,107,0.6257,1.0886
5179,49,90,0.5202,1.0885
49 450,40,239,0.6257,1.0885
49 166,40,122,0.6256,1.0885
84,49,103,0.5202,1.0885
2529,40,152,0.6255,1.0882
1715,40,317,0.6252,1.0878
486,49,105,0.5198,1.0876
39 1189,40,160,0.6250,1.0873
39 807,40,135,0.6250,1.0873
10552,40,178,0.6246,1.0866
2636,40,178,0.6246,1.0866
2104,40,148,0.6245,1.0864
16218,40,728,0.6244,1.0862
14635,40,118,0.6243,1.0862
49 13335,40,118,0.6243,1.0862
3989,40,113,0.6243,1.0861
39 678,40,108,0.6243,1.0861
542,40,98,0.6242,1.0860
1659,40,93,0.6242,1.0859
117,40,166,0.6241,1.0857
9618,40,126,0.6238,1.0852
332,40,121,0.6237,1.0851
849,40,106,0.6235,1.0848
49 5125,40,106,0.6235,1.0848
1490,49,155,0.5184,1.0847
1396,40,149,0.6234,1.0846
421,49,311,0.5183,1.0845
2992,40,230,0.6233,1.0844
730,40,91,0.6233,1.0844
66,40,2787,0.6232,1.0842
1082,40,210,0.6231,1.0841
6603,40,124,0.6231,1.0841
2421,40,162,0.6231,1.0840
1014,40,162,0.6231,1.0840
105,40,152,0.6230,1.0838
878,40,109,0.6229,1.0836
1355,40,104,0.6228,1.0834
33 480,40,104,0.6228,1.0834
2768,40,99,0.6226,1.0832
2630,40,198,0.6226,1.0832
13090,40,94,0.6225,1.0830
855,40,94,0.6225,1.0830
49 2816,40,94,0.6225,1.0830
2255,40,216,0.6225,1.0830
33 252,40,89,0.6224,1.0828
49 773,40,275,0.6222,1.0824
49 705,40,191,0.6221,1.0824
1678,40,291,0.6218,1.0818
796,40,156,0.6215,1.0813
49 2438,40,215,0.6214,1.0811
399,40,320,0.6214,1.0810
2764,40,164,0.6212,1.0808
40 741,49,392,0.5165,1.0806
2469,40,213,0.6210,1.0804
2202,40,95,0.6209,1.0802
41,40,131,0.6209,1.0801
351,49,128,0.5161,1.0799
3035,40,90,0.6207,1.0798
320,40,270,0.6207,1.0798
1044,40,342,0.6207,1.0798
2395,40,139,0.6205,1.0796
49 1005,40,381,0.6205,1.0796
14099,40,801,0.6204,1.0794
3103,49,130,0.5159,1.0794
911,40,322,0.6204,1.0794
10491,40,237,0.6204,1.0794
1081,40,183,0.6203,1.0792
1855,40,98,0.6203,1.0791
534,40,922,0.6200,1.0787
1784,40,372,0.6200,1.0786
10 33,40,155,0.6200,1.0786
561,49,117,0.5154,1.0784
1116,40,119,0.6198,1.0783
650,40,531,0.6196,1.0780
10445,40,293,0.6195,1.0777
261,40,428,0.6194,1.0776
1104,40,252,0.6192,1.0772
243,40,564,0.6191,1.0771
6083,40,91,0.6190,1.0770
2729,40,143,0.6190,1.0770
796 3312,40,91,0.6190,1.0770
39 1832,40,156,0.6190,1.0770
644,40,208,0.6190,1.0770
1063,40,268,0.6189,1.0768
665,49,387,0.5146,1.0768
11255,40,125,0.6188,1.0766
914,40,336,0.6188,1.0765
2843,40,120,0.6186,1.0761
92,40,94,0.6184,1.0759
16431,49,219,0.5141,1.0757
4387,40,115,0.6183,1.0757
4112,40,115,0.6183,1.0757
51,49,128,0.5141,1.0756
380,49,348,0.5140,1.0755
2494,40,110,0.6180,1.0751
6267,40,97,0.6178,1.0749
1812,40,118,0.6178,1.0748
179,49,246,0.5136,1.0746
12492,40,105,0.6176,1.0746
2670,49,95,0.5135,1.0745
2092,40,205,0.6175,1.0742
1186,40,205,0.6175,1.0742
1016,40,92,0.6174,1.0742
875,49,97,0.5132,1.0739
3413,40,129,0.6172,1.0738
351,40,153,0.6169,1.0733
1024,40,124,0.6169,1.0733
3684,40,148,0.6167,1.0728
1199,40,407,0.6167,1.0728
1373,40,156,0.6166,1.0727
209,40,326,0.6163,1.0721
49 165,40,138,0.6161,1.0718
2992,49,189,0.5122,1.0717
786,49,189,0.5122,1.0717
341,40,396,0.6159,1.0714
4390,40,101,0.6159,1.0714
162,40,622,0.6158,1.0714
545,40,524,0.6157,1.0712
988,40,157,0.6157,1.0711
162,49,517,0.5119,1.0710
15833,49,585,0.5118,1.0709
5153,49,152,0.5118,1.0708
697,40,96,0.6154,1.0706
1832,40,160,0.6154,1.0706
1240,40,350,0.6151,1.0701
3103,40,155,0.6151,1.0701
7647,40,107,0.6149,1.0698
2625,40,99,0.6149,1.0698
3411,40,91,0.6149,1.0697
3406,40,91,0.6149,1.0697
1125,40,91,0.6149,1.0697
6404,49,91,0.5112,1.0697
10492,40,257,0.6148,1.0697
4686,40,166,0.6148,1.0696
33 171,40,332,0.6148,1.0696
448,40,142,0.6147,1.0695
574,40,118,0.6146,1.0692
886,40,354,0.6146,1.0692
33 49 678,40,110,0.6145,1.0691
4081,40,102,0.6145,1.0690
1610,40,153,0.6145,1.0690
1319,40,153,0.6145,1.0690
51,40,153,0.6145,1.0690
33 238,40,349,0.6144,1.0690
2065,49,96,0.5106,1.0684
904,49,192,0.5106,1.0684
210,49,312,0.5106,1.0684
69,40,132,0.6140,1.0681
49 353,40,151,0.6138,1.0679
433,40,286,0.6137,1.0677
1292,40,170,0.6137,1.0677
434,40,197,0.6137,1.0677
46,40,559,0.6136,1.0675
2326,40,208,0.6136,1.0675
2187,40,154,0.6135,1.0674
230,40,503,0.6134,1.0672
2057,40,257,0.6134,1.0671
9511,40,92,0.6133,1.0670
2376,40,184,0.6133,1.0670
2187,49,128,0.5100,1.0670
962,40,331,0.6130,1.0664
190,49,132,0.5097,1.0664
13319,40,95,0.6129,1.0663
389,40,152,0.6129,1.0663
37 39 171,49,107,0.5095,1.0661
2,40,163,0.6128,1.0661
33 39 171,40,326,0.6128,1.0661
10569,40,155,0.6126,1.0659
39,49,7944,0.5094,1.0658
289,40,90,0.6122,1.0652
49 245,40,90,0.6122,1.0652
346,40,300,0.6122,1.0652
1405,40,273,0.6121,1.0649
347,40,205,0.6119,1.0646
498,49,176,0.5087,1.0643
2877,40,104,0.6118,1.0643
49 129,40,104,0.6118,1.0643
2016,40,230,0.6117,1.0642
2472,49,90,0.5085,1.0639
49 16432,40,107,0.6114,1.0637
33 3271,40,107,0.6114,1.0637
326,40,118,0.6114,1.0637
4941,40,140,0.6114,1.0636
1356,40,313,0.6113,1.0636
176,49,493,0.5082,1.0634
1121,40,99,0.6111,1.0632
3897,40,121,0.6111,1.0632
4631,40,143,0.6111,1.0632
1656,40,190,0.6109,1.0629
201,40,146,0.6109,1.0628
49 2344,40,146,0.6109,1.0628
2148,40,135,0.6109,1.0627
403,40,135,0.6109,1.0627
2670,40,113,0.6108,1.0627
1021,40,284,0.6108,1.0626
390,49,422,0.5078,1.0626
2155,40,91,0.6107,1.0625
1356,49,260,0.5078,1.0625
33 549,40,171,0.6107,1.0625
537,40,160,0.6107,1.0624
2794,40,116,0.6105,1.0622
8868,40,163,0.6105,1.0621
39 176,40,166,0.6103,1.0618
39 171,49,1538,0.5074,1.0617
2472,40,108,0.6102,1.0615
49 1164,40,108,0.6102,1.0615
176 1356,40,108,0.6102,1.0615
49 2516,40,133,0.6101,1.0614
2770,40,97,0.6101,1.0614
200,40,136,0.6099,1.0610
3048,40,125,0.6098,1.0608
151,40,364,0.6097,1.0608
4065,40,89,0.6096,1.0605
33 16012,40,89,0.6096,1.0605
10526,40,206,0.6095,1.0603
13057,40,117,0.6094,1.0602
65,40,117,0.6094,1.0602
49 16431 16432,40,106,0.6092,1.0598
419,40,293,0.6091,1.0598
13044,40,134,0.6091,1.0597
10454,40,95,0.6090,1.0595
49 2844,40,95,0.6090,1.0595
501,40,123,0.6089,1.0594
77,40,529,0.6087,1.0591
204,40,199,0.6086,1.0587
4308,40,157,0.6085,1.0587
68,40,115,0.6085,1.0586
33 773,40,101,0.6084,1.0585
3669,40,174,0.6084,1.0585
1766,40,90,0.6081,1.0580
928,40,183,0.6080,1.0577
830,40,214,0.6080,1.0577
4387,49,94,0.5054,1.0574
1445,40,206,0.6077,1.0572
912,40,144,0.6076,1.0571
6631,49,98,0.5052,1.0570
2856,40,116,0.6073,1.0566
2776,40,249,0.6073,1.0566
13190,40,266,0.6073,1.0566
315,49,103,0.5049,1.0564
1558,40,252,0.6072,1.0564
45,40,119,0.6071,1.0563
2880,40,292,0.6071,1.0561
39 2806,49,107,0.5047,1.0561
206,40,159,0.6069,1.0558
212,40,125,0.6068,1.0557
1291,40,108,0.6067,1.0556
12944,40,253,0.6067,1.0555
423,40,91,0.6067,1.0555
33 534,40,182,0.6067,1.0555
33 1047,49,171,0.5044,1.0554
1426,49,172,0.5044,1.0554
685,40,168,0.6065,1.0552
10,40,832,0.6064,1.0550
1431,40,114,0.6064,1.0550
3271,40,576,0.6063,1.0548
2241,40,117,0.6062,1.0547
13175,40,197,0.6062,1.0546
348,40,160,0.6061,1.0544
33 550,40,120,0.6061,1.0544
33 176,40,120,0.6061,1.0544
263,40,192,0.6057,1.0537
4892,40,129,0.6056,1.0537
406 10516,40,178,0.6054,1.0533
1361,40,204,0.6053,1.0531
651,40,138,0.6053,1.0530
1487,40,256,0.6052,1.0529
2400,40,291,0.6050,1.0525
4271,40,98,0.6049,1.0524
2496,40,196,0.6049,1.0524
3743,40,101,0.6048,1.0522
2123,40,101,0.6048,1.0522
1131,40,101,0.6048,1.0522
2538,40,127,0.6048,1.0521
49 818,40,127,0.6048,1.0521
176 1356,49,89,0.5028,1.0521
1122,40,257,0.6047,1.0520
3989,49,91,0.5028,1.0520
205,40,191,0.6044,1.0516
866,40,382,0.6044,1.0516
130,40,113,0.6043,1.0513
171,49,1557,0.5024,1.0512
10940,49,109,0.5023,1.0510
486,40,122,0.6040,1.0507
1477,49,119,0.5021,1.0506
564,40,163,0.6037,1.0503
674,49,132,0.5019,1.0502
1679,40,134,0.6036,1.0501
879,40,344,0.6035,1.0500
4900,49,144,0.5017,1.0498
1716,40,356,0.6034,1.0497
4317,40,143,0.6034,1.0497
49 1184,40,108,0.6034,1.0497
1940,40,181,0.6033,1.0497
2169,40,301,0.6032,1.0494
408,40,418,0.6032,1.0494
16,40,208,0.6029,1.0489
1295,40,167,0.6029,1.0489
850,40,141,0.6026,1.0483
607,40,144,0.6025,1.0482
2351,40,147,0.6025,1.0481
2721,40,103,0.6023,1.0479
553,40,156,0.6023,1.0479
66 414,40,106,0.6023,1.0478
229,40,109,0.6022,1.0477
3775,40,136,0.6018,1.0469
186,40,828,0.6017,1.0469
786,40,222,0.6016,1.0467
1015,40,157,0.6015,1.0465
754,40,157,0.6015,1.0465
1026,49,109,0.5000,1.0462
16431 16432,49,174,0.5000,1.0462
39 243,49,100,0.5000,1.0462
37 171,49,107,0.5000,1.0462
1334,40,187,0.6013,1.0461
414,40,1130,0.6011,1.0457
4884,40,313,0.6008,1.0452
2998,40,164,0.6007,1.0451
5406,40,173,0.6007,1.0451
468,40,105,0.6000,1.0439
5128,40,111,0.6000,1.0439
13183,40,138,0.6000,1.0439
167,40,180,0.6000,1.0439
49 2895,40,108,0.6000,1.0439
624,40,315,0.6000,1.0439
33 489,40,93,0.6000,1.0439
1436,40,459,0.6000,1.0439
66 102,40,138,0.6000,1.0439
682,40,422,0.5994,1.0429
3463,40,157,0.5992,1.0425
925,40,151,0.5992,1.0425
33 124,40,151,0.5992,1.0425
4145,40,115,0.5990,1.0420
1418,40,321,0.5989,1.0419
4754,40,97,0.5988,1.0417
5329,40,94,0.5987,1.0416
984,40,91,0.5987,1.0416
700,40,91,0.5987,1.0416
10516,40,528,0.5986,1.0415
2674,40,246,0.5985,1.0413
4210,40,143,0.5983,1.0409
831,40,256,0.5981,1.0406
33 16218,40,122,0.5980,1.0404
365,40,104,0.5977,1.0399
588,40,156,0.5977,1.0399
49 1974,40,141,0.5975,1.0394
1282,40,178,0.5973,1.0392
1281,40,169,0.5972,1.0389
1173,40,176,0.5966,1.0380
2875,40,139,0.5966,1.0379
33 49 825,40,99,0.5964,1.0376
1460,40,130,0.5963,1.0375
1931,40,226,0.5963,1.0374
2298,40,96,0.5963,1.0374
13061,40,121,0.5961,1.0370
49 838,40,90,0.5960,1.0369
4525,40,193,0.5957,1.0363
2053,40,137,0.5957,1.0363
3313,40,106,0.5955,1.0360
10447,40,368,0.5955,1.0360
3022,40,128,0.5953,1.0358
207,40,153,0.5953,1.0357
2407,40,150,0.5952,1.0356
33 108,40,97,0.5951,1.0353
5052,40,216,0.5950,1.0352
881,40,132,0.5946,1.0344
490,40,154,0.5946,1.0344
190,40,154,0.5946,1.0344
10482,40,107,0.5944,1.0342
1897,40,104,0.5943,1.0339
2352,40,123,0.5942,1.0338
10443,40,202,0.5941,1.0336
302,40,715,0.5939,1.0332
3320,40,127,0.5935,1.0325
548,40,254,0.5935,1.0325
7069,40,89,0.5933,1.0323
1537,40,89,0.5933,1.0323
49 4946,40,105,0.5932,1.0321
544,40,175,0.5932,1.0321
465,40,412,0.5928,1.0313
33 250,40,128,0.5926,1.0310
49 2493,40,141,0.5924,1.0307
6191,40,109,0.5924,1.0306
2119,40,311,0.5924,1.0306
1426,40,202,0.5924,1.0306
551,40,154,0.5923,1.0305
49 1563,40,122,0.5922,1.0303
2442,40,148,0.5920,1.0299
1601,40,474,0.5918,1.0295
2968,40,100,0.5917,1.0294
14100,40,242,0.5917,1.0294
441,40,139,0.5915,1.0290
2226,40,152,0.5914,1.0290
4844,40,104,0.5909,1.0280
2635,40,143,0.5909,1.0280
663,40,169,0.5909,1.0280
2188,40,221,0.5909,1.0280
1197,40,192,0.5908,1.0278
2789,40,127,0.5907,1.0277
202,40,669,0.5905,1.0273
4227,40,98,0.5904,1.0271
3,40,324,0.5902,1.0267
416,40,243,0.5898,1.0261
767,40,470,0.5897,1.0260
612,40,165,0.5893,1.0252
593,40,723,0.5892,1.0251
3186,40,119,0.5891,1.0249
857,40,291,0.5891,1.0248
20,40,592,0.5891,1.0248
2209,40,235,0.5890,1.0247
1369,40,96,0.5890,1.0246
10654,40,246,0.5885,1.0239
752,40,193,0.5884,1.0237
315,40,120,0.5882,1.0234
2189,40,140,0.5882,1.0234
1215,40,230,0.5882,1.0234
250 1145,40,111,0.5873,1.0218
888,40,138,0.5872,1.0216
1699,40,192,0.5872,1.0215
809,40,283,0.5871,1.0215
1868,40,274,0.5867,1.0208
2390,40,119,0.5862,1.0199
33 3617,40,92,0.5860,1.0195
33 1005,40,167,0.5860,1.0194
4337,40,345,0.5857,1.0190
2328,40,96,0.5854,1.0184
49 1083,40,124,0.5849,1.0176
3007,40,131,0.5848,1.0174
661,40,131,0.5848,1.0174
32,40,538,0.5848,1.0174
1698,40,114,0.5846,1.0171
12983,40,190,0.5846,1.0171
49 2216,40,114,0.5846,1.0171
2200,40,349,0.5846,1.0170
33 450,40,90,0.5844,1.0167
2081,40,281,0.5842,1.0164
244,40,118,0.5842,1.0163
166,40,160,0.5839,1.0159
922,40,188,0.5839,1.0158
2515,40,101,0.5838,1.0157
969,40,115,0.5838,1.0156
49 352,40,129,0.5837,1.0155
550,40,492,0.5836,1.0154
3241,40,105,0.5833,1.0149
223,40,133,0.5833,1.0149
549,40,663,0.5831,1.0145
1809,40,183,0.5828,1.0139
1596,40,148,0.5827,1.0137
339,40,742,0.5824,1.0133
1586,40,262,0.5822,1.0129
3639,40,117,0.5821,1.0127
2622,40,121,0.5817,1.0121
2414,40,125,0.5814,1.0115
95,40,300,0.5814,1.0115
10449,40,154,0.5811,1.0110
49 1233,40,104,0.5810,1.0108
825,40,703,0.5810,1.0108
2707,40,133,0.5808,1.0104
16156,40,90,0.5806,1.0102
14805,40,90,0.5806,1.0102
4394,40,191,0.5805,1.0100
2844,40,148,0.5804,1.0097
409,40,278,0.5804,1.0097
2524,40,247,0.5798,1.0087
1797,40,120,0.5797,1.0086
2211,40,102,0.5795,1.0083
3505,40,113,0.5795,1.0082
2003,40,124,0.5794,1.0081
1162,40,124,0.5794,1.0081
2054,40,157,0.5793,1.0079
4473,40,106,0.5792,1.0077
2264,40,117,0.5792,1.0077
1001,40,245,0.5792,1.0077
3161,40,150,0.5792,1.0076
5347,40,99,0.5789,1.0072
1773,40,121,0.5789,1.0072
1127,40,246,0.5788,1.0070
1873,40,331,0.5787,1.0067
12953,40,92,0.5786,1.0066
2070,40,92,0.5786,1.0066
771,40,96,0.5783,1.0061
13444,40,229,0.5783,1.0061
168,40,148,0.5781,1.0058
3272,40,100,0.5780,1.0056
498,40,200,0.5780,1.0056
20 33,40,104,0.5778,1.0052
3885,40,93,0.5776,1.0050
967,40,108,0.5775,1.0048
4745,40,105,0.5769,1.0037
3162,40,105,0.5769,1.0037
799,40,290,0.5765,1.0030
977,40,471,0.5765,1.0030
2183,40,98,0.5765,1.0029
49 616,40,98,0.5765,1.0029
10940,40,125,0.5760,1.0022
2192,40,182,0.5759,1.0020
198,40,110,0.5759,1.0020
3298,40,95,0.5758,1.0017
2989,40,152,0.5758,1.0017
342,40,228,0.5758,1.0017
559,40,122,0.5755,1.0012
613,40,149,0.5753,1.0009
1193,40,111,0.5751,1.0006
1923,40,92,0.5750,1.0004
756,40,115,0.5750,1.0004
83,40,165,0.5749,1.0002
2213,40,150,0.5747,0.9999
1145,40,344,0.5743,0.9991
12982,40,174,0.5743,0.9991
1067,40,236,0.5742,0.9990
1772,40,120,0.5742,0.9989
13033,40,186,0.5741,0.9987
1278,40,241,0.5738,0.9983
813,40,471,0.5737,0.9981
142,40,121,0.5735,0.9977
15619,40,352,0.5733,0.9974
2626,40,161,0.5730,0.9968
2507,40,122,0.5728,0.9965
994,40,197,0.5727,0.9963
3152,40,150,0.5725,0.9960
678,40,635,0.5721,0.9953
4311,40,100,0.5714,0.9941
782,40,104,0.5714,0.9941
1774,40,116,0.5714,0.9941
1234,40,120,0.5714,0.9941
383,40,120,0.5714,0.9941
49 1053,40,152,0.5714,0.9941
7206,40,209,0.5710,0.9935
425,40,201,0.5710,0.9934
33 104,40,109,0.5707,0.9928
5772,40,89,0.5705,0.9926
600,40,134,0.5702,0.9920
9556,40,240,0.5701,0.9918
59,40,94,0.5697,0.9911
424,40,164,0.5694,0.9907
33 162,40,107,0.5691,0.9902
1179,40,99,0.5690,0.9899
684,40,99,0.5690,0.9899
3554,40,132,0.5690,0.9899
939,40,165,0.5690,0.9899
33 12926,40,132,0.5690,0.9899
512,40,161,0.5689,0.9898
406,40,500,0.5688,0.9896
1068,40,332,0.5685,0.9890
2418,40,104,0.5683,0.9887
1737,40,100,0.5682,0.9885
1630,40,150,0.5682,0.9885
716,40,217,0.5681,0.9883
2116,40,213,0.5680,0.9882
2371,40,151,0.5677,0.9876
1822,40,114,0.5672,0.9867
286,40,152,0.5672,0.9867
1995,40,136,0.5667,0.9859
421,40,340,0.5667,0.9859
3318,40,179,0.5665,0.9855
654,40,192,0.5664,0.9853
10494,40,111,0.5663,0.9853
1930,40,111,0.5663,0.9853
49 16431,40,124,0.5662,0.9851
585,40,107,0.5661,0.9849
1086,40,133,0.5660,0.9846
1159,40,242,0.5654,0.9837
1764,40,165,0.5651,0.9831
2203,40,100,0.5650,0.9829
393,40,135,0.5649,0.9827
3362,40,231,0.5648,0.9826
99,40,131,0.5647,0.9824
1002,40,162,0.5645,0.9820
4208,40,171,0.5644,0.9818
67,40,180,0.5643,0.9817
33 678,40,150,0.5639,0.9811
2627,40,199,0.5637,0.9808
49 10944,40,115,0.5637,0.9807
2655,40,99,0.5625,0.9786
13,40,230,0.5623,0.9783
704,40,453,0.5620,0.9778
252,40,349,0.5620,0.9777
251,40,155,0.5616,0.9770
14387,40,169,0.5615,0.9768
343,40,179,0.5611,0.9762
1097,40,152,0.5609,0.9758
2634,40,190,0.5605,0.9751
3317,40,168,0.5600,0.9743
10514,40,145,0.5598,0.9740
1604,40,103,0.5598,0.9739
1333,40,136,0.5597,0.9737
1898,40,141,0.5595,0.9734
561,40,127,0.5595,0.9733
279,40,171,0.5588,0.9722
852,40,129,0.5584,0.9716
623,40,177,0.5584,0.9714
2365,40,168,0.5581,0.9710
124,40,726,0.5576,0.9701
6405,40,92,0.5576,0.9700
1860,40,218,0.5575,0.9700
33,40,8455,0.5575,0.9698
3856,40,102,0.5574,0.9697
536,40,400,0.5571,0.9692
108,40,426,0.5569,0.9688
10475,40,113,0.5567,0.9684
10452,40,168,0.5563,0.9678
10556,40,89,0.5563,0.9677
6404,40,99,0.5562,0.9676
78,40,139,0.5560,0.9673
4171,40,131,0.5551,0.9657
49 1565,40,101,0.5549,0.9655
33 813,40,101,0.5549,0.9655
1388,40,118,0.5540,0.9638
2520,40,103,0.5538,0.9634
4114,40,98,0.5537,0.9633
338,40,124,0.5536,0.9631
2493,40,217,0.5536,0.9631
1114,40,248,0.5536,0.9631
2330,40,270,0.5533,0.9626
3552,40,110,0.5528,0.9617
2553,40,205,0.5526,0.9613
4202,40,121,0.5525,0.9612
2988,40,238,0.5522,0.9607
7896,40,90,0.5521,0.9606
1875,40,90,0.5521,0.9606
2085,40,91,0.5515,0.9595
5125,40,150,0.5515,0.9594
1790,40,118,0.5514,0.9593
847,40,328,0.5513,0.9591
982,40,103,0.5508,0.9583
1164,40,141,0.5508,0.9582
12960,40,262,0.5504,0.9576
2821,40,93,0.5503,0.9574
3222,40,127,0.5498,0.9565
487,40,127,0.5498,0.9565
33 825,40,144,0.5496,0.9562
1498,40,139,0.5494,0.9558
2991,40,128,0.5494,0.9557
740,40,117,0.5493,0.9556
5179,40,95,0.5491,0.9554
987,40,95,0.5491,0.9554
7976,40,186,0.5487,0.9546
10819,40,125,0.5482,0.9538
407,40,125,0.5482,0.9538
2344,40,233,0.5482,0.9538
948,40,324,0.5482,0.9538
109,40,128,0.5470,0.9517
10657,40,227,0.5470,0.9516
260,40,374,0.5468,0.9513
3056,40,117,0.5467,0.9512
526,40,123,0.5467,0.9511
2426,40,164,0.5467,0.9511
233,40,200,0.5464,0.9507
4651,40,184,0.5460,0.9499
1697,40,107,0.5459,0.9498
2895,40,182,0.5449,0.9480
4361,40,100,0.5435,0.9455
2118,40,113,0.5433,0.9452
165,40,179,0.5424,0.9437
6,40,160,0.5424,0.9436
3315,40,91,0.5417,0.9424
443,40,118,0.5413,0.9417
4553,40,92,0.5412,0.9415
11795,40,106,0.5408,0.9409
4425,40,93,0.5407,0.9407
489,40,389,0.5403,0.9400
118,40,554,0.5400,0.9394
773,40,406,0.5399,0.9393
2438,40,308,0.5394,0.9384
450,40,372,0.5391,0.9380
33 741,40,90,0.5389,0.9376
102 414,40,90,0.5389,0.9376
3736,40,118,0.5388,0.9374
2525,40,167,0.5387,0.9372
16432,40,189,0.5385,0.9368
245,40,146,0.5368,0.9338
1740,40,103,0.5365,0.9333
1309,40,184,0.5364,0.9333
461,40,89,0.5361,0.9328
637,40,99,0.5351,0.9310
3190,40,138,0.5349,0.9306
1013,40,123,0.5348,0.9304
16431 16432,40,186,0.5345,0.9299
4252,40,101,0.5344,0.9297
